리뷰ID,작성자ID,제목,내용,리뷰 날짜,숙박 날짜,여행 유형,종합 평점,가격,장소,침대의 퀄리티,객실,청결도,서비스
783884087,ChanghoH2,그랜드 하얏트 제주 가족여행,2월 말 3월초 짧은 연휴기간에 방문한 것이었습니다.  Covid 이슈가 다소나마 잠잠해지고 짧은 연휴인 만큼 사람들이 상당히 많아서 걱정이 되었었는데요.. 결과적으로는 매우 만족스러운 여행이었습니다. 응대도 빨랐고 호텔내 직원 분들이 최선을 다해 주었습니다. 이런 정도의 퀄리티가 유지된다면 자주 방문하게 될 것 같습니다. ,2021년 3월 3일,2021년 2월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
783875364,minho819,제주도내 5성 호텔중 객실 상태가 최악이었습니다,"체크인 후, 객실 배정 받고 입실 하자마자<br/>방안에 쓰레기가 즐비하고, 테이블에는 음식 얼룩이 너무 많아서 아주 더러웠습니다 <br/>이에 대해서 현장 지배인에게 컴플레인을 했는데..... 미안하다는 말 외에는 더이상 내용이 없네요<br/><br/>정말 너무 허술한 5성급 호텔의 서비스를 보았습니다 ",2021년 3월 3일,2021년 3월,가족과 여행함,2.0,1.0,2.0,3.0,1.0,1.0,1.0
783871517,wlsl2016,최악의 그랜드 하얏트 제주,"1. 공사가 덜 끝난 방 배정: 배정된 방은 865호 였는데 이 방은 호텔의 공사 후 한번도 손님이 묶지 않은 방인 것 같습니다. 제가 그렇게 생각하는 이유는 이 방에 공사 인부들이 공사 하자를 표시한 메모(포스트잇)이 곳곳에 붙어져 있기 때문입니다. 호텔측에 컴플레인 하면서 찍은 사진을 보여드렸는데, 본사에도 필요한 경우 사진을 다시 보내드리겠습니다. 도장, 피스자국, 라인디퓨저 도장, 코깅 등 이전에 사용한 손님이 작성한 것이라고 보이지 않는 내용이 포스트잇에 적혀있었고, 포스트잇이 붙여진 자리도 티비옆, 거실 창문, 커피머신이 들어가있는 장식장 위 등등 숨겨져 있는 공간이 아니고, 누구라도 들어오면 제일 먼저 볼 수 있는 곳에 붙어져 있었습니다. 공사 하자를 체크하려고 붙인 것으로 보이는데 그럼 공사 하자도 수리가 안 된 거겠네요?<br/><br/>2. 방의 청결 상태도 최악이었는데, 맨발로 바닥을 밟고 다니니 발이 너무 버석거렸어요. 소파에 앉아서 바닥을 물티슈로 한번 스윽 닥았는데 물티슈가 흙색으로 묻어나오더군요. 밤이 늦어서 방 체인지를 하기에는 아이들이 너무 피곤해 했고, 그냥 맨발로 돌아다닐 수가 없어서 슬리퍼를 요청했습니다. 아침에 일어나서 방에 햇빛이 들어오니, 방 바닥에 돌아다닌 부분이, 밟았던 부분이 표시가 날 정도에요. 밟지 않은 부분은 뽀얗게 먼지가 앉아있구요. 이 방은 공사 한 이후로 바닦 청소를 한 번도 하지 않고, 심지어 공사 인부들은 신발 신은 채로 돌아다녔던 게 아닌가 라는 의심이 듭니다. 방 바닥에 버석거리는 모래가 밟히고, 밟은 곳에 발자국 모양이 그대로 남을 정도의 먼지 상태에 방에서 잤다니, 생각만 해도 화가 아직까지 나네요. 이것도 사진을 찍어두었고, 호텔측에도 보여드렸는데 본사에서도 필요하시다면 사진을 보내드리겠습니다. 방 바닥이 저 정도의 상태였다면 침구류에도 먼지가 엄청 나지 않았을까? 하는 의심이 듭니다.<br/><br/>3. 화장실 문제: 옮긴 방에서는 화장실 변기가 내려가지 않아, 직원을 불러 수리했구요. 조식 이용하는데 클럽 라운지 옆에 있는 공용 화장실도 변기가 두개 인데 하나는 막혔고(이전 이용자의 배설물이 보이는 상태), 남은 하나는 변기 앉는 곳 위에 둘둘 휴지가 쌓여져 있는 상태였어요. 도저히 이용할 수가 없어 화장실 청소를 해달라고 직원분께 말씀드렸고, 15~20분 후에 다시 화장실 이용을 하려고 갔으나 똑같은 상태였습니다. 다시 직원분에게 화장실 청소 요청하고 저는 화장실 쓰러 제 방에 다녀왔네요. 중간 중간 화장실 체크 안 하시나요? 그리고 청소를 해달라고 했음에도 불구하고, 긴 시간동안 청소 직원 하나 찾아 볼 수가 없네요.<br/><br/>4. 전화기 회선 문제: 저는 요청사항이 있어 호텔 전화를 두 번 이용 시도를 해봤는데요. 첫번째날 저녁 슬리퍼 요청을 위해, 두번째날 화장실 변기가 내려가지 않아서 였습니다. 그런데 이 두 번의 시도에서 10번이상 버튼을 눌러도 아무 곳도 전화 연결이 되지 않습니다. 하우스키핑, 룸서비스, 게스트서비스 등 전화기 버튼에 있는 어느 곳에 전화해도 마찬가지에요. 결국 변기가 막혔을 때는 클럽 라운지에 내려가서 얘기했네요. 전화 회선을 늘리던가, 전화 응대 인원을 늘리셔야죠. <br/><br/>5. 하우스키퍼의 서비스 태도 문제: 첫째날 슬리퍼를 가져다 달라 했는데, 키즈 어매너티(샴푸 바디워시 등)를 들고 오셨어요. 제가 갖다달라 한건 이게 아니라고 말씀 드리니, ""배스로브는 다 떨어졌구요. 슬리퍼라도 갖다줘요? "" 이렇게 얘기하시더라구요. 제가 어디 짜장면 배달하고 단무지 추가해달라고 요청했나요? 호텔 하우스키퍼가 어떻게 이 정도의 서비스 마인드를 가지셨는지 모르겠네요. 문제는 그래서 다시 가지고 오셨는데, 한 손으로 슬리퍼를 전달하고, 눈은 저를 보지도 않고, 다른 한 손에 든 핸드폰? 탭?을 보시더라구요. 정말 바빠죽겠는데 제가 무리하게 바쁜 사람 불러다가 쓸 데 없는 요청을 하고 있는 건가요? 벨 누르는 것도 말씀드렸는데요. 한번 눌렀을때 나가다가 마스크 안 쓴 걸 알아서 다시 돌아가서 마스크를 쓰느라 나가는 시간이 늦어졌어요. 그랬더니 두번 세번 벨을 누르시더라구요. 빨리 문열어라! 와 뭐가 다른가요? 제가 슬리퍼를 배달의 민족 라이더 한테 배달시킨 것 같네요.<br/>",2021년 3월 3일,2021년 2월,가족과 여행함,1.0,1.0,1.0,1.0,1.0,1.0,1.0
783868033,B B,"최악의 서비스, 고장난 시설","훌륭한 위치와 화려한 외관의 건물속, 넓고 큰방의 만족도 잠시, 곳곳에 고장난 시설, 청결하지 못하게 청소된 화장실, 서비스는 그야말로 최악",2021년 3월 3일,2021년 2월,친구와 여행함,1.0,2.0,4.0,3.0,1.0,1.0,1.0
783865959,arashi04,시설 및 서비스 모두 만족 스러워요,위치도 제주 공항이랑 가깝고 근처에 대형 마트및 아케이드가  있어 쇼핑도 편해요. 객실에서 제주도 전경도 볼수 있고 객실도 크고 주변 소음도 들리지 않아요,2021년 3월 3일,2021년 2월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
783830054,mrduke83,좋은 시설 서비스,모두 찬절하고 깨끗하고 넓은 방. 좋은 전망. 58층 포차에서 먹은 안주들은 특별히 맛있지는 않았음. 포차 조도가 조금 낮으면 야경을 보기에 더 좋을 것 같음.,2021년 3월 2일,2021년 2월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
783827404,panic2021,"중국풍 하얏트,","객실은 신축이라 넓고좋으나, 인테리어 마감을 급하게한 티가남. 전반적인 중국관광객 타겟의 인테리어<br/>붉은톤이 너무많고, 상가도 인테리어등 너무 정신이없음. 내국인 타겟은 아닌듯",2021년 3월 2일,2021년 2월,커플로 여행함,3.0,4.0,4.0,4.0,4.0,4.0,3.0
783820113,singleseed,그랜드 하얏트 제주 2박3일 가족여행,"객실 청결도나 객실 컨디션은 우수함. 단 스마트 tv 작동이 안되어 아쉬움.<br/>실내 수영장 운영이 다소 미흡. 온수풀 온도가 너무 높고, 수영장 온도 및 습도가 높음. 유아풀 운영하지 않음이 아쉬움. 복합 쇼핑 센터, 다양한 식음료장. 훌륭한 조식은 강추입니다",2021년 3월 2일,2021년 2월,가족과 여행함,3.0,3.0,5.0,5.0,5.0,5.0,2.0
783811645,kimhhoj,칠순여행에서의 경험,칠순여행을 자녀가족들과 함께 하였는데 객실의 유리창에 그려진 축하메시지에 감동! 감동! 감동!  잊지 못 할 추억이었어요. G.E.M.(Kyungjin)팀의 노력과 배려에 감사~~~. 효정,2021년 3월 2일,2021년 2월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,2.0,5.0
783768563,yoyojejulove,서비스 최고 다음에 또 방문예정,"생긴지 얼마 안되어서인지 정말 극진한 서비스를 받을수있어요. 모든 장소에서 모든 직원들이 친절해서 기억에 남고요, 앞으로 제주도 왔을때 이 호텔에서 꼭 1박은 머물 예정입니다 너무너무 만족스러웠어요",2021년 3월 1일,2021년 2월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
783751371,cksdjf11,시설만 좋습니다.,"신혼여행으로 킹 스위트 숙박했는데, 새로 지어서 물론 시설은 좋습니다.<br/><br/> 하지만 전반적인 서비스는 최악입니다. 체크인부터 원활하지 않습니다. 처음부터 객실 종류 확인 후 클럽라운지로 안내를 하던가, 일반 줄에 서서 다 기다리고나니 클럽라운지에서 해준다고 올라가라하고. <br/><br/>클럽라운지 가서 앉아있으래서 얌전히 기다렸더니 저보다 뒤에 오고 큰 소리 내는 사람부터 체크인을 해주더라구요. 덕분에 체크인 과정만 30분 소요되었습니다. 이 과정에 대해서 불만을 표하니 자기가 앞에 해준사람과 제가 일행인줄 알았다나 뭐라나 말도안되는 소리를 하면서 체크아웃 한시간 늦춰준다면서 달래주더라구요. 네 아아아아아주 고오오오맙습니다.<br/><br/>객실 들어가서는 TV에 크롬캐스트 사용법을 물어보니 직원이와서 해주셨는데, 해보시더니 안된다면서 다른 객실 알아봐준다고 하더라구요. 그래서 짐다시 다싸고 기다렸죠. 한시간 지나서는 다른 객실도 상황이 비슷해서 못바꿔주고 일반 TV나 보시고 다른거 해줄껀 없다는 식으로 말씀하시더라구요. <br/><br/>와.... 이러려고 비싼 돈주고 5성에 스위트를 했을까란 생각이 들더라구요. 외국인 대상 카지노 운영이 주된 목표라 내국인은 찬밥이리는 말에 공감되더라구요.<br/><br/> 화가 나서 직접 컴플레인 하러 가니 다른 분이 와서 다시 확인해보시겠다했어요. 그러고는 되더라구요! 그 직원 분께는 감사해요. <br/><br/>근데 문제는...그렇다면 다른 객실 확인해봤는데 다 안되더라는 개뻥인거고, 일반TV나 이용하세요는 그냥 배째라인거죠. 뭐 이런 곳이 다 있는지.... 그냥 같은 돈이면 저쪽 남쪽에 롯데나 신라 CS 이런데 가세요. 굳이 제주와서 공항 근처에서 묵을 필요는 없으니까요. 코너 스위트 씨뷰였는데 바다는 고개 쭉 빼고 머얼리 보면 아주 약간 보여요.  <br/><br/>종합하면 시설 좋고 클럽라운지 조식 제외는 음식 맛있어요. 근데 서비스는 최악이예요. 맛있는 조식에 넓은 수영장가고 싶으면 롯데!! 좋은 서비스, 쁘띠 카바나 같은 부대시설 가고 싶으면 신라!!",2021년 3월 1일,2021년 2월,커플로 여행함,1.0,2.0,2.0,3.0,5.0,5.0,1.0
783743290,vivid2234,좋은인상고급호텔에묵는듯한느낌은받았지만수영장시설과편의시설에아쉬움이있었어요,좋은인상고급호텔에묵는듯한느낌은받았지만수영장시설과편의시설에아쉬움이있었어요<br/>또티비수신이좋지않아불편하였음,2021년 3월 1일,2021년 2월,가족과 여행함,4.0,5.0,4.0,5.0,4.0,4.0,5.0
783681168,빠빠,가족과의 훌륭한 추억이 되었습니다.,"부모님, 자녀들과 방문하기에 최적의 호텔입니다. 룸컨디션도 훌륭하며 객실사이즈도 타호텔에 2배 이상은 되어 호텔이용시 답답함이 없었고 쾌적한 환경에서 좋은 추억을 남길수 있었습니다. 제주도 방분시 재방문할것입니다.",2021년 2월 28일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783673361,coniks,기본객실 수준은 한국 최고다.,기본객실에 투숙했다. 여기보다 넓은 곳은 아마도 없을 것이다. 왠만큼 큰 초등학교 졸업한 자녀 포함해서 넷이서 묵었는데 전혀 불편하지 않았다. 더블베드 두개도 커서 좋았고 베드가드도 미리 설치되어 있어 맘에 들었다. 주변 추천 의향 완전 백퍼~~~ ,2021년 2월 28일,2021년 2월,가족과 여행함,5.0,5.0,4.0,5.0,5.0,5.0,5.0
783624021,chuloh2021,생각한거 보다 별로 였습니다.,나름 5성급이고 최근에 오픈한 호텔이라서 기대했는데 공용시설은 매장은 물건팔기식으로 되어있고 휴식공간 같은게 부족했습니다.,2021년 2월 27일,2021년 2월,가족과 여행함,2.0,2.0,2.0,3.0,2.0,1.0,2.0
783577343,hymmobile,최악 다른 호텔가세요,체크아웃시간 엘베 전쟁 <br/>티비시청불가 화면 노이즈<br/>월드오브하얏트 혜택 별로<br/>이정도 가격으면 제주 다른5성금 <br/>호텔가세요 <br/>하얏트 글로벌리스트로써 말씀드립니다 여기 최악이에요 <br/>하얏트중 처음으로 점수 못줬습니다,2021년 2월 26일,2021년 2월,가족과 여행함,1.0,1.0,3.0,4.0,4.0,5.0,1.0
783540801,mina2140,최고 또 최고,"모든 부분에서 최고였습니다.<br/>넓은 객실부터 확 트인 뷰, 친절함, 청결함, 위치까지 모두 완벽했고 호텔 내 시설도 이용만족도가 굉장히 높았습니다.",2021년 2월 25일,2021년 2월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783525455,dkffkels112021,겉만 번지르르 속알맹이는 텅텅,새로지어서 건물은 깨끗하고 시설은 좋으나<br/>호텔 내 바닥에는 왁스자국 교육안된 직원들은 짐을 엉뚱한데를 가져다 놓지않나<br/>전체적으로 불편한 경험,2021년 2월 25일,2021년 2월,친구와 여행함,3.0,4.0,4.0,5.0,5.0,1.0,1.0
783511948,Pioneer587093,그랜드 하얏트 제주,"최신식 호텔답게 인테리어가 세련되고 까끗하였습니다. 특히, 그랜드 클럽 라운지의 조식 및 해피아워 퀄리티가 국내 호텔 중에서 최상급에 속한다고 생각합니다. 향후, 야외 수영장 오픈되면 재방문해 보고 싶습니다.",2021년 2월 25일,2021년 2월,가족과 여행함,5.0,5.0,5.0,4.0,5.0,5.0,5.0
783482757,oktokki1023,재방문 의사 100프로,모든 것이 다 좋았네요<br/>고층에 있으니 생각보다 바다가 가깝게 보였어요 공항에서도 5분이구 떠나자마자 또 가고 싶었네요 5월에 또 예약했어요,2021년 2월 24일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783452457,자몽 찰,대체적으로 만족합니다.,"시설도 깔끔하고 서비스, 직원분들<br/>응대도 최상이었어요.<br/>다만 욕실서 하수구 냄새 조금 올라오는거는<br/>조금..그외엔 신라, 롯데보다 좋다 생각해요.<br/>아그리고 뷔페 이용하러갔는데 1시간이나 기다린건 예약안한 제 잘못이라쳐도 1시간동안  식사대기 앞번호 1명남았다는데 .. 1시간 지나서 언제 우리차례냐 물어봐도 대답없던 입구에 계신 직원분들, 재차 여쭤보자 제 차례가 다가오는 1시간20분만의 기적은 무엇?",2021년 2월 24일,2021년 2월,커플로 여행함,5.0,5.0,5.0,5.0,4.0,5.0,5.0
783412369,sunghae y,공항과 가깝고 서비스가 만족스러웠습니다.,라운지 음식도 만족스럽고 시설 및 고층뷰로 배정받아 매우 만족했던 투숙이었습니다. <br/>엑스트라 베드가 제한적이라 필요할 경우 사전에 요청해야만 받을 수 있는 점이 조금 아쉬웠습니다. ,2021년 2월 23일,2021년 2월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783392966,Bong Kyun C,훌륭한 서비스와 뷰,그동안 제주 이용시 중문의 숙소를 이용했는데 처음으로 공항 옆 숙소를 이용했네요.고층에서 내려다 보는 도심 뷰와 또한 오션뷰까지 볼 수 있어 좋았습니다.<br/>공항과 가까워 시간 활용에 이점이 있었습니다,2021년 2월 23일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783367611,Getaway25706856723,서비스가 진짜 별루인 호텔,하드웨어 좋은거 빼고 소프트웨어는 하얏트중에 최악<br/>주말은 체크인 대기 1시간 이상...<br/>글로벌 리스트도 체크아웃도 칼같이 11시에 하면서 방정비가 오후 4시가 되도록 왜 안되는지?<br/>연박시 방청소가 너무 형편없음<br/>외출했다가 들어와서 기분 나뻐보기 처음임<br/>수건은 집어던졌는지 욕실바닥에 떨어져있고 물건 정리는 하나도 안됨<br/>요구사항들 체크아웃에 이야기해달랐는데 아무 이야기도 없음<br/>직원들 서비스 너무 별루... 항의하니 신입이라고 봐달라함<br/>글로벌리스트 업그레이드 기준이 없음 우왕지왕<br/>누구는 업글 쿠폰쓰고 누구는 안되고 그랜드스위트룸이 운영이 되고있는지 없는지 조차도 모름<br/>코너스위트 업글은 지들 맘대로 기분내키면 해주는듯<br/>라운지는 너무 사람 많아서 중국 온 느낌<br/>특히 해피아워 돗대기시장<br/>글로벌리스트가 가기에는 최악인 호텔<br/>오늘 부산 파크하얏트오니 호텔 온것 같음,2021년 2월 22일,2021년 2월,커플로 여행함,1.0,,,,,,
783366746,sungsoo00,시설만 좋은 호텔,사람많고 서비스는 엉망인 호텔<br/>글로벌리스트 우대 거의 없으며 요청사항 잘 반영안되고 대답조차 없음<br/>대부분 직원들 신입<br/><br/>부산파크하얏트와 비교됨<br/>,2021년 2월 22일,2021년 2월,커플로 여행함,1.0,3.0,1.0,5.0,5.0,1.0,1.0
783330746,kim99th,가족들과 함께하기에 좋은 호텔,성인가족 3명이 투숙을 했습니다. 킹싸이즈 침대에 같이 자기가 좀 아쉬웠음<br/>성인3명일경우는 싱글이나 퀸 2개의 침대가 좋을 듯 합니다.,2021년 2월 22일,2021년 2월,가족과 여행함,5.0,4.0,5.0,4.0,5.0,4.0,5.0
783300445,yeonshoo,너무나 훌륭한 뷰.,너무나 훌륭한 객실 컨디션 <br/>너무나 훌륭한 시설 과 직원들<br/>부대시설을 이용할 필요가  없는 한국사람이 방문 하기에도 훌륭함,2021년 2월 21일,2021년 2월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783281914,kyoob98,제주의 새로운 랜드마크,"객실이 정말 넓어서 아이들과 묵기에 편리했고, 방에서 제주 시내를 한눈에 내려다볼 수 있었습니다.<br/>침대도 편안하고 소파와 리클라이너까지 있어서 좋았습니다. ",2021년 2월 21일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,4.0,5.0
783217977,ppo1976,뷰맛집,문열고 들어오면 넓직한 룸과 통유리의 뷰가 너무나도 좋았습니다<br/>침대 이불안네서 머리카락 나온거 빼고는 청결도도 만독합니다,2021년 2월 20일,2021년 2월,가족과 여행함,5.0,5.0,5.0,4.0,5.0,4.0,5.0
783187921,P N,프론트가 두드러지게 무능하다.,"이후 총평을 쓰겠지만 일단 이것부터 리뷰에 남겨야겠다. <br/><br/>다 좋은데, 호텔의 첫 인상을 담당하는 프론트가 문제가 있다. 누구 한 명의 문제는 아닌 것 같다. (두 명을 겪고 그렇게 느꼈으니.) <br/><br/>케이스 1 <br/><br/>투숙객 : 예약자 이름 ㅇㅇ 입니다.<br/>프론트 직원 : 3박이십니다. <br/>투숙객 : 10박이에요. 3,3,2,2 나눠서 예약했어요. 룸 타입 서로 다르게 ㅇㅇ, XX 에요.  <br/>프론트 직원 : 잠시만요... 6박이십니다. 총 얼마... <br/>투숙객 : 네? 총 10박인데요. 찾아보세요. 뒤 4박은 룸 타입이 XX... <br/>프론트 직원 : 찾으며 (종이에 메모를 하더니) 총 8박.. <br/>투숙객 : 10박이에요.  <br/>프론트 직원 : (그제서야 예약을 다 찾고) 예 총 합쳐서 얼마 결제해주시면 됩니다. <br/><br/>말을 무시한건지 뭔지 몰라도 제대로 못 알아듣고 총 6박 얼마십니다, 총 8박 얼마십니다 이러고. 아니고 예약 더 있다고 이렇게 말을 두 번이나 더 하게 만들다니 처음부터 당황스러웠고. <br/><br/>케이스 2 <br/><br/>투숙객 1 : 카드키 인식 불량으로 교체 부탁드립니다 (저녁)<br/>프론트 직원 1 : 투숙객1님 카드 먼저 바꿔드릴게요. 외출한 다른 투숙객 분 오시면 프론트 들러서 나머지 1장 더 발급받으면 되세요. (저녁)<br/>투숙객 2 : (밤, 프론트 도착 후) 일행이 카드키 인식 불량으로 교체 받았는데, 제 카드 한 장도 바꿔줘야 된다고 들었습니다.  <br/>프론트 직원 2 : (신분증 확인 후 한-참을 이것저것 들여다보다가) 카드키 2장 새로 발급해드릴게요. 번거로우시겠지만 투숙객 1분이 받은 카드는 다시 반납 부탁드립니다.  <br/><br/>같은 사람이 아닌 것 같던데, 메모를 제대로 남기지 않았던가, 메모를 보고도 못 알아봤던가. 둘 다 문제가 있다. 왜 호텔의 얼굴인 프론트가 일을 이렇게 못하는지 모르겠다. 게다가 자기들 카드키 인식 불량 문제로 바꾼건데, 직접 갖고 와달라고 하는 것도 올바른 응대인지 다소 의문이다.",2021년 2월 20일,2021년 2월,,2.0,,,,,,
783092717,rokim2241,그랜드 하야트 제주만의 특전,세계 자연유산 제주 제주시에 중심에 위치한 그랜드 하야트 제주호텔의 높은 고층에서 바라보는 낮과밤의 색다른 오션뷰와 시티뷰 그리고 그랜드 하야트 제주만의 특전 제주공항이 한눈에 바라 보이는 뷰가 어디에서도 볼수없는  특전인것 같음. 그리고 룸 컨디션도 층고가 높고 넓어서 편안하게 배치된 쇼파와 테이블이 통창으로 뷰를 바라보면서 시원한 맥주한잔하면서 편하게 쉴수있었던것 같음 그리고 샤워장고 화장실을 분리하여 위생적인 부분에도 많이 신경 을 쓴겄같은 느낌~,2021년 2월 18일,2021년 2월,출장 목적으로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
783077704,mellowcandle,최고의 호텔,"제가 묵었던 호텔 중에 최고였습니다. 시설, 직원분들의 친절도, 청결, 식당, 음식의 품질면에서 부족함이 없었습니다. 앞으로 제주여행할 때는 이 호텔에서만 숙박할 예정입니다. 이미 다음 제주여행의 숙소로 예약도 마쳤습니다. 선택하시는데 주저하실 필요가 없어요.",2021년 2월 18일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783077279,pinkus540,"최고의 전망, 최신 시설,  넓은 객실","대한민국에서 가장 좋은 전망의 호텔 중의  하나.  제주 시내 및 공항 인접. 최근 신축 최신 시설. 넓은 객실/욕실/침대. 부담스러울 정도로 친절한 직원들. But, 조식뷔페는 종류나 맛, 고객응대 모두 기대이하. 객실 간의 소음 유입 다소 있음. ",2021년 2월 18일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783074319,Vv2022v,한국에서 가장 좋은 호텔,체감상 한국에서 제일 좋은 호텔이라 생각됩니다<br/>압도적으로 큰 크기의 룸<br/>통창 뷰<br/>시설 서비스 하나하나 완벽했습니다<br/>너무 친절하고 행복한 기억이었습니다<br/>룸서비스도 맛있었고 합리적인 가격대입니다<br/>나중에 꼭 다시 가고싶습니다,2021년 2월 18일,2021년 2월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
783036650,huieuncho,결혼기념일 기념 투숙,특별한 날을 기념하여 아이들과 함께 투숙했다. 제주시라서 거리가 가까워서 좋았고 고층이라뷰가 좋고 룸 상태가 훌륭했다. Bed가 더 많은 방이 필요하다. 4인이상 가족을 위한 룸이 있었으면 좋겠다. ,2021년 2월 17일,2021년 2월,가족과 여행함,4.0,4.0,3.0,3.0,4.0,4.0,4.0
783015073,sjeechun100,정말 최악의 호텔입니다,"내부적으로 서비스정책이 잘 세워지지 않아 우왕좌왕 불쾌한 응대만 받고, 체크인시간도 2시간 넘게 기다리게 하면서 어떠한 대응도 없었습니다. 객실내 정비도 최악이었습니다. 너무 돈아까운 여행입니다. ",2021년 2월 17일,2021년 2월,가족과 여행함,1.0,1.0,3.0,2.0,2.0,1.0,1.0
782971907,gujung,깨끗하지만 이제껏 하얏트와는 다른 느낌의 하얏트,여행중 가장 중요한 것은 숙소라고 할수 있는데 수년째 우리가족의 숙소는 하얏트였다.<br/>가격대비 넓은 방과  하얏트호텔만의 완벽한 서비스와 청결함은 하얏트호텔을 항상다시 찾아오게 만들었음.<br/>이번 제주그랜드하얏트는 첫방문으로 제주도에서 가장높은 건물과 공항에서 가까워 체류하가 아주 좋았다.<br/>단 해변과는 거리가 있고 주변 볼거리가 없다는 단점도 있지만 드림타워내 한컬렉션옷집과 작은 식당들은 독특한 건물인테리어로 실내구경하기 좋았음.<br/>특히 객실이 기본 20평으로 넓고 전망또한 우수해서 아주 좋은 인상을 느꼈고<br/>직원들의 친절한 응대또한 훌륭했다.<br/>단 월드오브하얏트 디스커버리멤버로 체크아웃 연장을 수차례 요청했는데도 거절당해서 아쉽고.앞으로도 제주하얏트는 계속 거절할것같아서 아쉬운 맘이 든다,2021년 2월 16일,2021년 2월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
782942603,ygreen2k,"좋은 시설, 깨끗함, 친절함, 편리함",시설은 가격대비 최고였습니다. 새로지은 호텔이라 넓고 깨끗했습니다. 직원들 역시 미소와 친절함이 체류하는 동안 감사했습니다. 도심 중심지에 있어서 편의성이 좋았습니다.,2021년 2월 16일,2021년 2월,출장 목적으로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
782888038,kjy3192,절대 숙박은 비추,"공홈에는 룸에 욕조 비치되어 있다고 했는데 없었고, 직원은 알면서도 방을 바꿔주지 않았음. 욕실에서 샤워하면 물이 빠지지 않아 복도까지 물바다 됨.<br/>룸서비스와 뷔페 빼고는 비싸고 음식 맛없음.",2021년 2월 15일,2021년 2월,가족과 여행함,1.0,1.0,1.0,5.0,1.0,1.0,1.0
782855090,kim7020376,하얏트 이름값 못하는 호텔,신축호텔이라 전반적으로 시설은 깨끗하나 호텔목적이 중국인 관광객.카지노 손님 을 타켓으로 해서 그런지 중국 호텔 느낌이 강하며 오픈이 몇번 미뤄져서 급하게 준비하느라 그런지 부족한게 많아 보입니다. 그리고 자주 투숙 하며 객실 컨디션을 확인했는데 욕실 미닫이문 고장.샤워부스 물넘침.하수도 냄새 올라옴 <br/>이런 문제가 상당히 많았습니다.<br/>직원들도 크레임에 너무 시달려서 그런지 고객불만을 해소 시키려는 노력은 전혀없고 한쪽귀로 듣고 흘리고 대충 넘어갑니다.,2021년 2월 15일,2021년 2월,커플로 여행함,2.0,1.0,4.0,5.0,2.0,3.0,2.0
782829021,gkwjd5875,신혼여행 중 잊지 못 할 최고의 경험,"지금까지 가본 호텔 중 최고의 경험을 안겨준 호텔입니다.<br/>직원들의 마인드, 고객 우선인 서비스 특별한 경험을 안겨주셔서 감사힙니다.<br/>",2021년 2월 14일,2021년 2월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
782818769,Navigator740740,정말 그랜드하나 운영은 조금 부족한,시설 및 디자인은 동양스럽고 매우 깨끗하고 크고 편안한 객실의 호텔이며 다양한 식당의 메뉴가 제공되나 너무 커서 이용이 조금은 불편한 초대형 체인 호텔,2021년 2월 14일,2021년 2월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
782817887,bayswater111,체크인은 안돼고 방에선 하수구 냄새가 나고,객실 정비가 안돼었다는 이유로 저녁 6시에도 체크인을 못함<br/>화장실에서는 하수구 냄새가 매우 심하게 남<br/>컴플레인을 해도 죄송합니다 라는 말만 함<br/>,2021년 2월 14일,2021년 2월,가족과 여행함,1.0,3.0,3.0,4.0,1.0,1.0,1.0
782816808,hayouni82,최고의 하루,코로나시대의 신혼부부라 신홍여행으로 제주 방문했습니다. 그랜드하얏트 덕분에 해외 어느 곳 못지않은 신론여행이 되었어요! ,2021년 2월 14일,2021년 2월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
